genre,rating,episodes,members
action,5.45,1,406
sci-fi,5.45,1,406
action,5.45,1,329
sci-fi,5.45,1,329
adventure,5.45,1,158
fantasy,5.45,1,158
kids,5.45,1,158
action,5.45,2,1660
adventure,5.45,2,1660
comedy,5.45,2,1660
sci-fi,5.45,2,1660
super power,5.45,2,1660
comedy,5.45,1,339
adventure,5.45,1,659
military,5.45,1,659
dementia,5.45,1,125
comedy,5.45,12,8554
school,5.45,12,8554
slice of life,5.45,12,8554
romance,5.44,1,1084
school,5.44,1,1084
shoujo,5.44,1,1084
music,5.44,1,103
supernatural,5.44,1,103
vampire,5.44,1,103
comedy,5.44,1,183
historical,5.44,1,183
military,5.44,1,183
comedy,5.44,1,559
slice of life,5.44,1,194
music,5.44,1,137
dementia,5.44,1,199
music,5.44,1,199
comedy,5.44,1,129
action,5.44,1,326
seinen,5.44,1,326
supernatural,5.44,1,326
dementia,5.43,1,130
action,5.43,2,2400
martial arts,5.43,2,2400
slice of life,5.43,2,328
dementia,5.42,1,230
action,5.42,1,410
comedy,5.42,1,410
adventure,5.42,1,2660
demons,5.42,1,2660
drama,5.42,1,2660
fantasy,5.42,1,2660
horror,5.42,1,2660
mystery,5.42,1,2660
psychological,5.42,1,2660
school,5.42,1,2660
supernatural,5.42,1,2660
comedy,5.42,1,961
sports,5.42,1,866
comedy,5.42,18,215
fantasy,5.42,1,547
music,5.42,1,547
mecha,5.42,1,7802
military,5.42,1,7802
sci-fi,5.42,1,7802
mecha,5.42,1,1208
parody,5.42,1,1208
sci-fi,5.42,1,1208
action,5.41,1,178
historical,5.41,1,178
kids,5.41,1,178
military,5.41,1,178
comedy,5.41,3,883
mecha,5.41,3,883
sci-fi,5.41,3,883
mecha,5.41,1,132
sci-fi,5.41,1,132
action,5.41,1,374
adventure,5.41,1,374
fantasy,5.41,1,374
adventure,5.41,13,798
drama,5.41,13,798
horror,5.41,13,798
sci-fi,5.41,13,798
shounen,5.41,13,798
supernatural,5.41,13,798
comedy,5.41,1,1584
mecha,5.41,1,2411
sci-fi,5.41,1,2411
space,5.41,1,2411
action,5.4,1,209
sci-fi,5.4,1,209
action,5.4,1,817
fantasy,5.4,1,203
kids,5.4,1,103
music,5.4,1,103
action,5.4,1,700
military,5.4,1,700
music,5.4,1,90
comedy,5.4,1,228
comedy,5.4,1,161
kids,5.4,1,161
music,5.4,1,161
game,5.4,1,461
slice of life,5.4,1,115
action,5.4,1,763
comedy,5.4,1,763
sports,5.4,1,763
comedy,5.39,10,1383
kids,5.39,10,1383
slice of life,5.39,10,1383
fantasy,5.39,1,537
magic,5.39,1,537
shoujo,5.39,1,537
music,5.39,1,554
dementia,5.39,1,215
fantasy,5.39,1,215
music,5.39,1,129
drama,5.39,1,2277
romance,5.39,1,2277
comedy,5.43,1,107
mystery,5.43,1,107
music,5.39,1,240
music,5.39,1,122
sci-fi,5.38,1,1034
comedy,5.38,5,1513
music,5.38,1,83
action,5.38,1,619
adventure,5.38,2,215
comedy,5.38,2,215
kids,5.38,2,215
sci-fi,5.38,2,215
comedy,5.38,5,458
seinen,5.38,5,458
kids,5.38,1,104
music,5.38,1,104
comedy,5.38,1,225
comedy,5.38,3,220
slice of life,5.38,3,220
comedy,5.38,1,584
kids,5.38,1,100
music,5.38,1,100
comedy,5.38,1,764
school,5.38,1,764
slice of life,5.38,1,764
comedy,5.38,1,190
kids,5.37,1,143
dementia,5.37,1,358
music,5.38,2,1086
kids,5.37,1,101
music,5.37,1,101
action,5.37,1,5348
comedy,5.37,1,5348
fantasy,5.37,1,5348
slice of life,5.37,1,155
kids,5.37,1,152
music,5.37,1,152
comedy,5.37,1,832
sci-fi,5.37,1,832
mecha,5.37,1,1632
sci-fi,5.37,1,1632
supernatural,5.37,1,1632
adventure,5.37,1,1100
supernatural,5.37,1,1100
comedy,5.37,1,623
dementia,5.37,1,623
dementia,5.37,1,117
comedy,5.36,10,2434
sci-fi,5.36,10,2434
shounen,5.36,10,2434
comedy,5.36,1,206
drama,5.36,1,206
music,5.36,1,97
fantasy,5.36,1,392
historical,5.36,13,1715
supernatural,5.36,13,1715
comedy,5.36,8,7597
drama,5.36,8,7597
horror,5.36,8,7597
psychological,5.36,8,7597
romance,5.36,8,7597
fantasy,5.36,1,4179
magic,5.36,1,4179
school,5.36,1,4179
comedy,5.36,12,3467
magic,5.36,12,3467
comedy,5.36,1,161
music,5.36,1,224
music,5.35,1,206
slice of life,5.35,1,206
slice of life,5.35,1,729
comedy,5.35,20,870
kids,5.35,20,870
fantasy,5.35,1,434
music,5.35,1,273
action,5.35,2,9687
adventure,5.35,2,9687
martial arts,5.35,2,9687
sci-fi,5.35,2,9687
historical,5.35,5,533
horror,5.35,1,500
music,5.35,1,500
mystery,5.35,1,500
psychological,5.35,1,500
shoujo,5.35,1,500
supernatural,5.35,1,500
slice of life,5.34,1,733
music,5.34,1,217
action,5.33,1,350
music,5.34,1,116
action,5.34,2,3970
historical,5.34,2,3970
samurai,5.34,2,3970
supernatural,5.34,2,3970
fantasy,5.34,1,359
music,5.34,1,309
sci-fi,5.34,1,1351
space,5.34,1,1351
comedy,5.33,1,580
sci-fi,5.33,1,580
music,5.33,1,810
comedy,5.33,1,163
music,5.33,1,163
action,5.33,1,5308
action,5.33,1,781
magic,5.33,1,781
martial arts,5.33,1,781
action,5.33,1,674
adventure,5.33,1,674
sci-fi,5.33,1,674
horror,5.33,13,21026
comedy,5.33,1,197
slice of life,5.33,1,197
action,5.34,13,929
comedy,5.34,13,929
mecha,5.34,13,929
adventure,5.32,1,340
action,5.32,1,145
adventure,5.32,1,145
fantasy,5.32,1,145
historical,5.32,1,145
action,5.32,13,1017
mecha,5.32,13,1017
sci-fi,5.32,13,1017
adventure,5.32,12,12594
harem,5.32,12,12594
romance,5.32,12,12594
sci-fi,5.32,12,12594
fantasy,5.32,1,410
kids,5.31,1,103
music,5.31,1,103
action,5.31,1,581
fantasy,5.31,1,581
supernatural,5.31,1,581
music,5.31,12,5027
action,5.31,1,406
dementia,5.31,1,131
comedy,5.31,1,201
sports,5.31,1,201
comedy,5.3,1,2199
kids,5.3,1,2199
slice of life,5.3,1,104
shoujo,5.3,1,1432
music,5.3,1,107
dementia,5.3,1,2084
drama,5.3,1,2084
psychological,5.3,1,2084
romance,5.3,1,2084
shounen ai,5.3,1,2084
dementia,5.3,1,292
horror,5.3,1,292
psychological,5.3,1,144
action,5.29,1,296
martial arts,5.29,1,296
shoujo,5.29,1,296
drama,5.29,1,335
action,5.28,1,1547
fantasy,5.28,1,1547
dementia,5.28,1,136
comedy,5.28,5,356
slice of life,5.28,5,356
dementia,5.28,1,460
music,5.28,1,460
music,5.3,1,107
music,5.28,1,254
samurai,5.28,1,254
action,5.28,2,422
sci-fi,5.28,2,422
action,5.28,1,218
mecha,5.28,1,218
sci-fi,5.28,1,218
comedy,5.28,1,525
dementia,5.28,1,242
adventure,5.28,Unknown,2243
comedy,5.28,Unknown,2243
mecha,5.28,Unknown,2243
music,5.28,1,107
dementia,5.28,1,114
drama,5.27,1,1312
romance,5.27,1,1312
seinen,5.27,1,1312
comedy,5.27,1,2373
horror,5.27,1,2373
supernatural,5.27,1,2373
thriller,5.27,1,2373
kids,5.27,1,172
music,5.27,1,172
slice of life,5.27,1,172
drama,5.27,1,103
comedy,5.27,1,348
dementia,5.27,1,130
adventure,5.27,1,213
kids,5.27,1,213
action,5.27,1,3117
horror,5.27,1,3117
police,5.27,1,3117
sci-fi,5.27,1,3117
shounen,5.27,1,3117
supernatural,5.27,1,3117
comedy,5.27,1,1192
magic,5.27,1,1192
sci-fi,5.27,1,1192
music,5.26,1,164
adventure,5.26,1,1748
fantasy,5.26,1,1748
adventure,5.26,2,869
comedy,5.26,2,869
fantasy,5.26,2,869
magic,5.26,2,869
shounen,5.26,2,869
dementia,5.26,1,448
music,5.26,1,185
action,5.26,1,1408
adventure,5.26,1,1408
drama,5.26,1,1408
sci-fi,5.26,1,1408
music,5.26,1,311
comedy,5.26,2,184
adventure,5.26,1,525
comedy,5.26,1,525
military,5.26,1,525
mecha,5.26,1,1332
cars,5.24,1,342
music,5.24,1,342
school,5.26,1,222
slice of life,5.26,1,222
sci-fi,5.25,1,2678
seinen,5.25,1,2678
magic,5.25,1,1773
comedy,5.25,1,351
comedy,5.25,1,128
kids,5.25,1,128
action,5.25,4,693
sci-fi,5.25,4,693
music,5.25,1,115
music,5.25,1,462
dementia,5.25,1,111
dementia,5.25,1,127
comedy,5.24,1,131
historical,5.24,1,131
kids,5.24,1,131
comedy,5.24,13,127
historical,5.24,13,127
sci-fi,5.24,13,127
adventure,5.24,1,136
comedy,5.24,1,136
drama,5.24,4,2285
supernatural,5.24,4,2285
music,5.24,1,208
kids,5.23,1,142
music,5.23,1,142
comedy,5.23,1,149
fantasy,5.23,1,149
kids,5.23,1,149
music,5.23,1,149
fantasy,5.23,1,677
kids,5.23,1,129
music,5.23,1,129
comedy,5.23,15,1551
dementia,5.23,15,1551
horror,5.23,15,1551
seinen,5.23,15,1551
music,5.23,1,283
adventure,5.23,1,355
action,5.23,1,147
fantasy,5.23,1,147
historical,5.23,1,147
drama,5.22,1,132
mystery,5.22,1,132
police,5.22,1,132
mecha,5.22,1,229
sci-fi,5.22,1,229
space,5.22,1,229
comedy,5.22,Unknown,691
kids,5.22,Unknown,691
sci-fi,5.22,Unknown,691
adventure,5.22,1,140
comedy,5.22,1,140
action,5.21,1,700
martial arts,5.21,1,700
shounen,5.21,1,700
super power,5.21,1,700
psychological,5.22,1,265
action,5.22,1,1623
adventure,5.22,1,1623
fantasy,5.22,1,1623
sci-fi,5.22,1,1623
action,5.22,1,369
mystery,5.22,1,1674
dementia,5.22,1,150
music,5.31,1,93
supernatural,5.31,1,93
vampire,5.31,1,93
dementia,5.21,1,2386
magic,5.21,5,955
slice of life,5.21,5,955
supernatural,5.21,5,955
comedy,5.21,1,161
slice of life,5.21,1,161
drama,5.21,1,1878
romance,5.21,1,1878
comedy,5.21,1,185
parody,5.21,1,185
slice of life,5.21,1,115
music,5.21,1,108
action,5.21,4,891
sci-fi,5.21,4,891
space,5.21,4,891
dementia,5.21,1,591
drama,5.21,1,591
music,5.21,1,776
music,5.2,1,96
action,5.2,1,345
adventure,5.2,1,345
psychological,5.2,1,345
supernatural,5.2,1,345
mecha,5.19,2,596
sci-fi,5.19,2,596
action,5.19,5,524
adventure,5.19,5,524
seinen,5.19,5,524
thriller,5.19,5,524
dementia,5.19,1,568
music,5.19,1,568
kids,5.19,1,130
music,5.19,1,130
action,5.19,1,178
music,5.19,1,178
fantasy,5.19,1,355
dementia,5.14,1,131
romance,5.19,2,392
slice of life,5.19,2,392
supernatural,5.19,2,392
comedy,5.19,1,787
dementia,5.19,1,787
fantasy,5.19,1,185
action,5.18,1,448
horror,5.18,1,629
sci-fi,5.18,1,629
space,5.18,1,629
historical,5.18,1,569
kids,5.18,1,569
military,5.18,1,569
comedy,5.18,1,1976
action,5.17,1,1604
fantasy,5.17,1,1604
seinen,5.17,1,1604
supernatural,5.17,1,1604
kids,5.17,1,234
music,5.17,1,234
action,5.17,1,355
comedy,5.17,1,820
school,5.17,1,820
comedy,5.17,1,1133
cars,5.16,1,449
romance,5.16,1,449
sci-fi,5.16,1,449
fantasy,5.17,1,168
kids,5.16,1,113
music,5.16,1,113
drama,5.15,1,2535
music,5.15,1,2535
music,5.16,1,997
comedy,5.16,1,344
action,5.16,1,359
adventure,5.16,1,359
comedy,5.16,1,749
historical,5.16,1,96
kids,5.16,1,96
music,5.16,1,96
kids,5.15,1,193
adventure,5.15,1,748
adventure,5.15,3,1552
comedy,5.15,3,1552
shounen,5.15,3,1552
action,5.15,1,1014
sci-fi,5.15,1,1014
sports,5.15,1,1014
action,5.15,1,333
adventure,5.15,1,333
kids,5.15,1,333
mecha,5.15,1,333
sci-fi,5.15,1,333
comedy,5.15,1,461
slice of life,5.15,1,1223
mecha,5.15,1,362
sci-fi,5.15,1,362
dementia,5.15,1,115
action,5.14,1,445
samurai,5.14,1,445
adventure,5.14,1,322
music,5.14,1,322
mecha,5.14,1,4344
military,5.14,1,4344
sci-fi,5.14,1,4344
action,5.14,1,1427
comedy,5.14,1,1427
mystery,5.14,1,1427
police,5.14,1,1427
kids,5.14,1,205
music,5.14,1,205
school,5.14,1,205
slice of life,5.14,1,205
comedy,5.14,2,260
slice of life,5.14,2,260
music,5.14,1,121
action,5.13,1,903
mecha,5.13,1,903
sci-fi,5.13,1,903
adventure,5.13,3,1480
comedy,5.13,3,1480
magic,5.13,3,1480
sci-fi,5.13,3,1480
music,5.13,1,111
adventure,5.13,1,161
comedy,5.13,1,161
kids,5.13,1,161
music,5.13,1,161
sci-fi,5.13,1,161
space,5.13,1,161
comedy,5.13,12,361
kids,5.13,1,108
music,5.13,1,108
supernatural,5.13,1,293
drama,5.13,12,6991
shounen ai,5.13,12,6991
supernatural,5.13,12,6991
vampire,5.13,12,6991
dementia,5.11,1,195
music,5.13,1,202
music,5.12,1,137
music,5.12,1,952
drama,5.12,1,835
romance,5.12,1,835
seinen,5.12,1,835
action,5.12,1,557
comedy,5.12,1,557
school,5.12,1,557
action,5.12,1,3259
shoujo,5.12,1,3259
music,5.12,1,136
drama,5.12,1,5435
shounen ai,5.12,1,5435
action,5.11,1,191
mecha,5.11,1,191
comedy,5.12,1,170
magic,5.12,1,170
comedy,5.11,1,158
slice of life,5.11,1,413
dementia,5.11,1,246
psychological,5.11,1,246
action,5.11,1,1243
comedy,5.11,1,1243
school,5.11,1,1243
parody,5.11,1,480
psychological,5.11,1,480
dementia,5.1,3,918
action,5.1,1,2055
adventure,5.1,1,2055
comedy,5.1,1,2055
drama,5.1,1,2055
mecha,5.1,1,2055
sci-fi,5.1,1,2055
shounen,5.1,1,2055
music,5.1,1,164
action,5.1,3,924
mecha,5.1,3,924
sci-fi,5.1,1,518
space,5.1,1,518
fantasy,5.1,1,205
music,5.1,1,205
comedy,5.1,2,579
school,5.1,2,579
slice of life,5.1,2,579
dementia,5.1,1,139
dementia,5.09,1,330
horror,5.09,1,330
kids,5.09,1,223
music,5.09,1,223
adventure,5.09,1,444
supernatural,5.09,1,628
comedy,5.09,1,501
psychological,5.07,1,357
adventure,5.08,1,304
sci-fi,5.08,1,304
music,5.08,1,113
sci-fi,5.08,6,4249
super power,5.08,6,4249
dementia,5.08,1,184
music,5.07,1,1650
dementia,5.08,1,1024
psychological,5.08,1,1024
historical,5.08,1,409
historical,5.08,1,314
action,5.07,1,360
horror,5.07,1,360
fantasy,5.07,1,242
kids,5.07,1,242
music,5.07,1,242
sports,5.07,1,349
adventure,5.07,1,2068
kids,5.07,1,2068
sci-fi,5.07,1,2068
comedy,5.07,1,132
drama,5.07,1,872
mecha,5.07,1,872
sci-fi,5.07,1,872
space,5.07,1,872
music,5.06,1,1170
comedy,5.06,13,836
parody,5.06,13,836
school,5.06,13,836
dementia,5.06,1,131
dementia,5.06,1,1046
horror,5.06,1,1046
drama,5.06,1,200
comedy,5.06,1,416
game,5.06,1,416
parody,5.06,1,416
fantasy,5.06,1,295
slice of life,5.06,2,748
dementia,5.06,1,500
comedy,5.04,Unknown,1624
game,5.04,Unknown,1624
space,5.04,Unknown,1624
comedy,5.05,1,350
fantasy,5.05,1,350
kids,5.05,1,350
samurai,5.05,1,442
drama,5.05,8,794
sci-fi,5.05,8,794
vampire,5.05,8,794
comedy,5.04,13,1785
action,5.04,1,531
adventure,5.04,1,531
dementia,5.04,1,191
comedy,5.04,1,2334
school,5.04,1,2334
seinen,5.04,1,2334
music,5.04,1,153
dementia,5.04,1,3279
music,5.04,1,3279
kids,5.04,1,144
music,5.04,1,144
dementia,5.04,1,107
drama,5.03,1,136
music,5.03,1,136
comedy,5.03,1,291
kids,5.03,1,291
music,5.03,1,291
sci-fi,5.03,1,291
space,5.03,1,291
dementia,5.03,1,164
fantasy,5.03,1,316
music,5.03,1,316
comedy,5.03,1,187
sports,5.03,1,187
music,5.02,1,185
music,5.02,1,98
music,5.02,2,147
action,5.02,1,184
music,5.02,1,184
dementia,5.02,1,106
comedy,5.01,1,1061
romance,5.01,1,1061
shoujo,5.01,1,1061
dementia,5.02,1,160
kids,5.01,1,246
music,5.01,1,246
vampire,5.01,1,246
music,5.01,1,92
action,5.0,1,137
comedy,5.0,1,207
comedy,5.0,1,475
sci-fi,5.0,1,475
comedy,5.0,1,428
kids,4.99,1,116
comedy,4.99,1,322
supernatural,4.99,1,322
dementia,4.99,1,220
dementia,4.98,1,412
music,4.98,1,412
action,4.98,1,519
dementia,4.98,1,112
comedy,4.97,1,1152
music,4.97,1,183
slice of life,4.97,1,183
historical,4.96,1,755
music,4.96,1,755
fantasy,4.96,5,281
music,4.96,5,281
dementia,4.96,1,234
horror,4.96,1,234
psychological,4.96,1,234
music,4.97,1,1331
parody,4.97,1,1331
music,4.95,1,290
music,4.95,11,8389
sci-fi,4.95,1,841
action,4.95,1,2229
historical,4.95,1,2229
supernatural,4.95,1,2229
thriller,4.95,1,2229
comedy,4.94,1,217
dementia,4.94,1,217
comedy,4.94,12,529
action,4.94,1,443
military,4.94,1,443
dementia,4.94,1,148
comedy,4.94,1,276
horror,4.94,1,276
music,4.93,1,92
comedy,4.93,1,1783
shoujo,4.93,12,19386
comedy,4.93,1,495
music,4.93,1,495
comedy,4.93,1,210
dementia,4.93,1,210
comedy,4.92,12,5888
slice of life,4.92,12,5888
dementia,4.92,1,132
music,4.93,1,105
drama,4.92,1,333
psychological,4.91,1,238
fantasy,4.91,1,343
music,4.91,1,343
comedy,4.91,1,488
fantasy,4.91,1,343
music,4.91,1,343
dementia,4.91,1,133
music,4.91,1,192
sci-fi,4.91,1,192
comedy,4.9,1,101
kids,4.9,1,101
music,4.9,1,101
action,4.9,1,508
sci-fi,4.9,1,508
action,4.9,1,486
fantasy,4.9,1,486
music,4.9,1,486
seinen,4.9,1,486
supernatural,4.9,1,486
dementia,4.9,1,167
action,4.89,1,1708
comedy,4.89,1,1708
martial arts,4.89,1,1708
shounen,4.89,1,1708
supernatural,4.89,1,593
comedy,4.89,1,281
fantasy,4.89,1,281
music,4.89,1,281
psychological,4.89,1,122
comedy,4.89,1,251
horror,4.88,Unknown,7413
fantasy,4.88,1,1212
music,4.88,1,1212
romance,4.88,1,1212
school,4.88,1,1212
adventure,4.88,1,1650
comedy,4.88,1,1650
magic,4.88,1,1650
sci-fi,4.88,1,1650
psychological,4.84,1,387
comedy,4.88,1,174
comedy,4.87,4,245
action,4.87,5,2248
historical,4.87,5,2248
military,4.87,5,2248
sci-fi,4.87,5,2248
dementia,4.87,1,120
kids,4.86,1,331
music,4.86,1,331
slice of life,4.86,1,331
game,4.86,12,7284
fantasy,4.86,1,670
comedy,4.86,1,435
demons,4.86,1,435
dementia,4.86,1,170
action,4.85,1,192
samurai,4.85,1,192
fantasy,4.85,1,411
music,4.85,1,143
sci-fi,4.85,1,143
dementia,4.85,1,610
game,4.85,1,610
horror,4.85,1,610
music,4.85,1,109
music,4.84,1,232
comedy,4.83,1,251
dementia,4.83,1,251
dementia,4.83,1,141
dementia,4.83,1,117
comedy,4.82,1,2889
magic,4.82,1,2889
parody,4.82,1,2889
dementia,4.81,1,110
action,4.81,1,890
comedy,4.81,1,890
fantasy,4.81,1,890
martial arts,4.81,1,890
super power,4.81,1,890
kids,4.8,1,855
music,4.8,1,855
comedy,4.8,12,14295
slice of life,4.8,12,14295
action,4.8,1,410
samurai,4.8,1,410
fantasy,4.8,1,214
dementia,4.8,1,103
comedy,4.8,13,9096
police,4.8,13,9096
action,4.8,1,852
psychological,4.8,3,440
romance,4.8,3,440
dementia,4.79,1,259
music,4.79,1,217
action,4.78,1,432
historical,4.78,1,432
samurai,4.78,1,432
comedy,4.78,2,619
slice of life,4.78,2,619
fantasy,4.77,1,253
music,4.77,1,253
comedy,4.76,1,483
comedy,4.76,1,848
samurai,4.76,1,848
super power,4.76,1,2002
supernatural,4.76,1,2002
vampire,4.76,1,2002
comedy,4.76,1,314
dementia,4.75,1,657
sci-fi,4.75,1,657
space,4.75,1,657
adventure,4.75,1,878
demons,4.75,1,878
military,4.75,1,878
mystery,4.75,1,878
magic,4.74,1,266
kids,4.74,1,475
demons,4.73,12,1062
kids,4.73,12,1062
school,4.73,12,1062
comedy,4.73,1,454
dementia,4.73,1,403
music,4.72,1,641
action,4.72,1,493
dementia,4.72,1,188
music,4.72,1,188
samurai,4.72,1,525
dementia,4.71,1,133
comedy,4.71,26,7131
dementia,4.71,1,165
music,4.71,1,165
dementia,4.71,1,124
action,4.7,1,646
mecha,4.7,1,646
sci-fi,4.7,1,646
comedy,4.7,1,352
action,4.7,2,573
adventure,4.7,2,573
fantasy,4.7,2,573
magic,4.7,2,573
fantasy,4.7,1,676
mecha,4.7,1,676
dementia,4.7,1,127
dementia,4.7,1,128
supernatural,4.69,1,685
psychological,4.69,1,152
dementia,4.69,1,119
action,4.69,1,338
sci-fi,4.69,1,338
music,4.68,1,308
dementia,4.68,1,343
horror,4.66,1,1891
action,4.67,1,585
comedy,4.65,2,254
comedy,4.65,1,482
action,4.64,1,532
dementia,4.63,1,145
dementia,4.63,1,363
dementia,4.62,1,129
comedy,4.62,1,869
slice of life,4.62,1,869
comedy,4.62,Unknown,434
shoujo,4.62,Unknown,434
military,4.62,1,489
action,4.62,1,2390
comedy,4.62,1,2390
parody,4.62,1,2390
music,4.62,1,192
adventure,4.6,1,438
action,4.59,6,1890
sci-fi,4.59,6,1890
comedy,4.59,1,483
sports,4.59,1,483
comedy,4.58,1,451
dementia,4.58,1,451
military,4.58,1,451
dementia,4.58,1,120
action,4.58,1,841
music,4.57,1,200
dementia,4.56,1,132
dementia,4.56,1,369
dementia,4.56,1,109
comedy,4.55,1,169
comedy,4.55,1,211
dementia,4.54,1,2009
psychological,4.54,1,2009
romance,4.54,1,2009
comedy,4.54,13,4673
game,4.54,13,4673
space,4.54,13,4673
dementia,4.54,1,527
horror,4.54,1,527
dementia,4.53,1,181
dementia,4.52,1,138
comedy,4.52,1,492
action,4.49,1,347
kids,4.49,1,347
fantasy,4.49,1,2043
horror,4.49,1,2043
action,4.5,1,350
fantasy,4.5,1,350
comedy,4.48,1,737
dementia,4.46,1,200
kids,4.46,1,213
dementia,4.46,1,124
dementia,4.46,1,711
dementia,4.45,1,2921
horror,4.45,1,2921
music,4.45,1,2921
adventure,4.45,1,474
dementia,4.45,1,147
music,4.45,1,147
dementia,4.44,1,337
music,4.44,1,337
romance,4.44,1,337
sci-fi,4.43,1,471
music,4.43,1,182
military,4.42,1,530
music,4.42,1,530
action,4.42,12,7365
music,4.4,1,381
action,4.4,1,634
sports,4.4,1,634
comedy,4.4,1,671
dementia,4.4,1,671
dementia,4.4,1,139
comedy,4.39,1,624
music,4.39,1,624
military,4.39,1,525
dementia,4.38,1,177
dementia,4.38,1,122
demons,4.36,2,1010
fantasy,4.36,2,1010
adventure,4.35,1,468
horror,4.34,1,1328
sci-fi,4.34,1,1328
dementia,4.32,1,698
demons,4.31,2,1255
fantasy,4.31,2,1255
horror,4.31,2,1255
mystery,4.31,2,1255
psychological,4.31,2,1255
supernatural,4.31,2,1255
dementia,4.31,1,457
horror,4.31,1,457
dementia,4.3,1,211
adventure,4.28,1,575
cars,4.28,1,575
action,4.27,1,615
adventure,4.27,1,615
fantasy,4.27,1,615
military,4.27,1,615
romance,4.27,1,615
sci-fi,4.27,12,1686
comedy,4.27,1,359
horror,4.26,1,1292
psychological,4.26,1,1292
supernatural,4.26,1,1292
thriller,4.26,1,1292
comedy,4.26,1,1595
horror,4.26,1,1595
action,4.25,2,769
magic,4.25,2,769
dementia,4.25,1,945
horror,4.25,1,945
action,4.24,1,827
military,4.24,1,827
seinen,4.24,1,827
vampire,4.24,1,1070
action,4.23,1,810
adventure,4.23,1,810
sci-fi,4.23,1,810
dementia,4.22,1,448
music,4.22,1,448
dementia,4.21,1,707
music,4.19,1,269
super power,4.19,1,269
dementia,4.17,1,222
dementia,4.17,1,358
comedy,4.16,1,804
dementia,4.16,1,804
dementia,4.15,1,195
dementia,4.15,1,331
action,4.15,1,474
dementia,4.11,1,334
dementia,4.08,1,279
music,4.08,1,279
action,4.04,1,1492
demons,4.04,1,1492
horror,4.04,1,1492
super power,4.04,1,1492
supernatural,4.04,1,1492
dementia,4.03,1,202
music,4.03,1,202
comedy,4.02,1,442
shoujo,4.02,1,442
comedy,4.0,1,916
dementia,4.0,1,248
fantasy,3.99,3,5822
dementia,3.99,1,242
dementia,3.98,1,381
action,3.98,1,1010
adventure,3.98,1,1010
demons,3.98,1,1010
fantasy,3.98,1,1010
magic,3.98,1,1010
magic,3.91,12,3414
psychological,3.9,1,450
action,3.9,5,3218
game,3.9,5,3218
martial arts,3.9,5,3218
school,3.9,5,3218
slice of life,3.88,1,375
dementia,3.88,1,317
action,3.87,1,224
sci-fi,3.87,1,224
space,3.87,1,224
comedy,3.86,1,411
dementia,3.86,1,411
horror,3.84,1,1104
dementia,3.83,1,1080
fantasy,3.83,1,1080
dementia,3.83,1,326
music,3.83,1,326
fantasy,3.82,12,83652
horror,3.82,12,83652
psychological,3.82,12,83652
dementia,3.8,1,322
comedy,3.78,1,310
dementia,3.78,1,310
music,3.78,1,310
dementia,3.76,1,727
comedy,3.75,1,312
fantasy,3.75,1,312
horror,3.74,1,910
parody,3.74,1,910
supernatural,3.74,1,910
thriller,3.74,1,910
psychological,3.73,1,935
comedy,3.71,1,1254
horror,3.71,1,1254
action,3.7,1,398
mecha,3.7,1,398
sci-fi,3.7,1,398
space,3.7,1,398
comedy,3.68,1,562
dementia,3.68,1,562
sports,3.68,1,1030
horror,3.65,2,1099
comedy,3.63,1,508
comedy,3.63,12,10403
mystery,3.63,12,10403
supernatural,3.63,12,10403
vampire,3.63,12,10403
comedy,3.62,1,2018
horror,3.62,1,2018
romance,3.6,1,332
dementia,3.58,1,549
dementia,3.59,1,470
action,3.56,1,341
adventure,3.56,1,341
sci-fi,3.56,1,341
adventure,3.47,1,1047
fantasy,3.47,1,1047
comedy,3.46,1,1042
fantasy,3.46,1,1042
dementia,3.41,1,367
music,3.41,1,367
comedy,3.36,1,1174
fantasy,3.36,1,1174
horror,3.33,1,537
dementia,3.32,1,654
action,3.32,1,1556
demons,3.32,1,1556
seinen,3.32,1,1556
super power,3.32,1,1556
dementia,3.27,1,463
comedy,2.93,1,8126
romance,2.93,1,8126
dementia,2.78,1,1893
horror,2.67,1,816
dementia,2.67,1,1817
horror,2.37,1,27557
sci-fi,2.37,1,27557
comedy,2.14,1,4047
dementia,2.14,1,4047
mecha,2.0,1,7680
sci-fi,2.0,1,7680
kids,5.0,1,113
fantasy,7.33,1,578
super power,7.33,1,578
historical,6.25,38,147
military,6.25,38,147
historical,5.14,1,37
military,5.14,1,37
action,5.13,1,188
sci-fi,5.13,1,188
shounen,5.13,1,188
space,5.13,1,188
kids,4.77,1,79
music,4.77,1,79
sci-fi,5.89,13,179
space,5.89,13,179
comedy,5.05,1,216
sci-fi,5.05,1,216
space,5.05,1,216
adventure,6.63,1,258
comedy,6.63,1,258
kids,6.63,1,258
sci-fi,6.63,1,258
music,4.06,1,117
comedy,5.61,26,112
kids,5.61,26,112
comedy,5.81,12,122
kids,5.81,12,122
comedy,5.23,2,72
kids,5.23,2,72
romance,5.23,2,72
action,3.59,1,158
drama,3.59,1,158
action,4.64,1,151
mecha,4.64,1,151
sci-fi,4.64,1,151
dementia,4.03,1,109
fantasy,5.57,13,252
comedy,5.67,1,93
comedy,5.0,3,52
comedy,5.29,38,677
historical,6.67,1,130
kids,6.67,1,130
historical,6.67,1,149
kids,6.67,1,149
adventure,5.82,6,180
kids,5.82,6,180
kids,5.35,7,139
adventure,5.5,26,132
kids,5.5,26,132
kids,5.48,1,155
magic,4.81,20,171
